Тип,Цена (₽),Комнаты,Площадь (м²),Жилая площадь (м²),Площадь кухни (м²),Потолок,Этаж,Всего этажей в доме,Стены,Район,Метро,Расстояние до метро (км)
Студия,11300000,0,26.0,15.0,5.6,3.0,3,7,Кирпичный,Московский,Московская,0.7
Квартира,7370000,1,34.4,13.62,10.12,2.75,2,13,Монолит,Приморский,Комендантский  проспект,4.4
Квартира,7900000,2,44.2,27.2,4.0,2.64,6,9,Панельный,Невский,,
Квартира,7300000,1,39.9,19.5,9.0,2.85,9,18,Кирпично-Монолитный,Красногвардейский,Девяткино,1.8
Квартира,4600000,1,32.8,18.4,7.0,2.5,5,5,Кирпичный,Выборгский,Беговая,44.5
Квартира,6900000,1,33.38,16.13,9.55,2.75,6,13,Кирпично-Монолитный,Приморский,Беговая,5.1
Студия,4550000,0,26.2,15.0,5.0,2.7,8,25,Индивидуальный,Приморский,,
Квартира,16900000,4,160.0,78.2,21.0,3.2,5,7,Кирпичный,Центральный,Площадь Александра Невского,0.6
Студия,3950000,0,29.0,19.0,5.0,,26,27,Монолитно-панельный,Выборгский,Парнас,0.9
Квартира,15580000,2,71.6,35.2,12.7,2.75,3,15,Кирпично-Монолитный,Выборгский,Проспект Просвещения,1.9
Квартира,14100000,2,70.0,45.0,9.0,2.7,3,6,Монолит,Курортный,Беговая,17.9
Квартира,15000000,2,76.0,36.0,14.0,2.7,11,15,Кирпичный,Калининский,Площадь Мужества,2.5
Квартира,6500000,2,43.6,26.47,6.0,2.5,1,5,Кирпичный,Пушкинский,Шушары,12.7
Квартира,10130000,3,59.6,38.1,5.3,2.6,9,9,Кирпичный,Калининский,Академическая,0.6
Квартира,14600000,3,70.1,40.8,12.3,2.7,24,24,Монолит,Приморский,Комендантский  проспект,2.4
Квартира,5999000,2,41.0,28.0,5.2,2.5,4,4,Индивидуальный,Пушкинский,Шушары,14.9
Квартира,8160000,2,50.0,31.5,7.4,2.5,10,12,504Д серия,Выборгский,Проспект Просвещения,0.5
Квартира,57600000,4,171.1,97.0,18.6,3.45,3,4,Кирпичный,Центральный,Невский проспект,0.3
Студия,6750000,0,23.78,17.0,,2.5,20,26,Монолит,Московский,Московская,1.2
Квартира,7399000,2,42.6,26.6,4.8,2.5,5,5,Индивидуальный,Адмиралтейский,Московская,
Студия,7580000,0,24.6,16.3,10.3,2.72,14,21,Индивидуальный,Фрунзенский,,
Квартира,10600000,2,70.0,27.5,18.8,2.87,4,4,Кирпично-Монолитный,Пушкинский,Купчино,8.6
Квартира,99000000,5,425.7,165.0,20.0,4.21,3,3,Кирпичный,Адмиралтейский,Невский проспект,0.8
Квартира,14290000,1,71.1,35.0,9.0,2.64,9,10,Индивидуальный,Выборгский,,
Студия,3900000,0,20.4,15.11,,2.6,5,20,Монолит,Всеволожский,Девяткино,1.3
Квартира,1450000,2,56.7,35.0,8.6,2.5,1,3,Панельный,Волосовский,Автово,83.8
Квартира,12150000,2,59.3,34.7,13.6,2.55,2,14,Индивидуальный,Невский,,
Квартира,13060000,2,65.4,34.5,12.8,,2,25,Кирпично-Монолитный,Выборгский,Проспект Просвещения,1.8
Квартира,49000000,2,99.2,64.0,24.0,,3,6,Ст.Фонд Кап.Рем.,Центральный,Чернышевская,0.5
Квартира,33300000,5,171.2,127.0,14.5,3.5,5,5,Кирпичный,Центральный,Чернышевская,0.8
Квартира,5200000,2,48.0,27.0,8.0,,1,5,Кирпичный,Всеволожский,Улица Дыбенко,9.4
Квартира,17100000,2,64.0,25.5,21.5,,4,14,Кирпично-Монолитный,Приморский,Лесная,1.4
Студия,4490000,0,26.6,18.0,,,11,16,Панельный,Всеволожский,Девяткино,0.6
Квартира,25264000,3,97.81,48.45,14.74,2.75,4,12,Кирпично-Монолитный,Приморский,Комендантский  проспект,3.8
Квартира,16250000,2,64.0,38.0,12.0,3.0,2,6,Кирпичный,Пушкинский,Шушары,10.3
Студия,5300000,0,19.6,15.0,2.0,3.5,4,6,Индивидуальный,Центральный,,
Квартира,3900000,2,42.0,35.0,7.0,2.5,1,2,Кирпичный,Всеволожский,Ладожская,16.4
Квартира,22500000,1,40.0,15.9,11.6,2.5,2,8,Индивидуальный,Петроградский,,
Квартира,6300000,1,41.0,13.0,18.2,2.5,2,12,Индивидуальный,Всеволожский,,
Квартира,6510000,1,32.1,19.4,5.1,2.5,1,9,Кирпичный,Василеостровский,Приморская,0.3
Квартира,20000000,5,115.7,91.7,13.0,2.9,4,4,Старый фонд (СФ),Адмиралтейский,Адмиралтейская,1.7
Квартира,7395000,1,38.4,19.9,10.1,2.65,4,16,Панельный,Василеостровский,Приморская,1.2
Квартира,19900000,3,110.0,50.3,19.6,2.65,10,17,Кирпичный,Приморский,Черная речка,1.1
Студия,4099000,0,20.5,13.0,2.0,2.64,9,15,Индивидуальный,Всеволожский,,
Квартира,9900000,2,56.5,32.0,11.0,,18,27,Кирпично-Монолитный,Выборгский,Парнас,1.6
Квартира,8100000,1,40.0,16.4,8.2,,5,5,Панельный,Кировский,Проспект Ветеранов,0.9
Квартира,19070000,3,114.7,64.1,10.04,2.75,14,28,Монолит,Выборгский,Проспект Просвещения,1.8
Квартира,5500000,1,35.0,14.0,14.5,2.6,2,3,Панельный,Гатчинский,Купчино,21.1
Квартира,15390000,2,65.3,34.78,13.81,2.7,22,25,Монолитно-панельный,Приморский,Проспект Просвещения,3.2
Квартира,13400000,1,37.1,14.0,11.0,2.6,9,14,Индивидуальный,Выборгский,,
Квартира,4400000,1,37.5,16.5,8.6,2.7,6,12,Кирпично-Монолитный,Ломоносовский,Проспект Ветеранов,15.0
Квартира,24500000,2,71.1,49.2,7.3,3.32,5,7,Кирпичный,Петроградский,Горьковская,0.9
Квартира,32500000,2,76.5,40.3,20.0,,6,6,Кирпичный,Центральный,Маяковская,0.1
Студия,4150000,0,23.2,6.0,15.0,2.75,15,23,Индивидуальный,Всеволожский,,
Квартира,14000000,2,67.0,25.5,24.0,,3,4,Кирпично-Монолитный,Фрунзенский,Волковская,0.5
Квартира,7000000,1,30.1,15.5,7.3,2.5,7,9,Кирпичный,Фрунзенский,Проспект Славы,1.4
Квартира,17200000,3,84.0,46.2,13.5,,3,10,Кирпично-Монолитный,Фрунзенский,Обводный канал,0.6
Квартира,19400000,3,75.67,42.22,14.12,2.75,12,14,Индивидуальный,Приморский,,
Квартира,17830000,2,63.3,32.1,13.5,2.8,11,13,Монолит,Приморский,Лесная,1.2
Студия,4500000,0,27.0,19.38,3.0,2.7,21,22,Индивидуальный,Всеволожский,,
Квартира,6500000,1,38.7,11.2,15.5,,5,12,Панельный,Ломоносовский,Проспект Ветеранов,10.8
Квартира,14000000,3,65.0,38.0,10.0,2.7,2,16,137 серия,Василеостровский,Приморская,1.1
Квартира,9600000,3,62.7,43.6,8.8,3.12,2,4,Индивидуальный,Василеостровский,Василеостровская,0.9
Квартира,7700000,2,44.0,27.7,5.0,2.5,5,5,Индивидуальный,Выборгский,,
Студия,5300000,0,25.3,17.0,2.0,2.8,3,23,Индивидуальный,Красногвардейский,,
Студия,4500000,0,26.0,17.0,3.3,2.5,10,12,Индивидуальный,Пушкинский,,
Квартира,9890000,1,43.1,18.0,9.8,2.75,5,25,Кирпично-Монолитный,Выборгский,Проспект Просвещения,1.9
Квартира,129000000,4,179.4,111.0,50.0,3.4,2,8,Индивидуальный,Петроградский,,
Квартира,4970000,1,51.8,17.8,16.7,2.8,3,4,Монолит,Всеволожский,Ладожская,19.5
Квартира,11700000,2,48.88,27.12,10.01,2.7,19,22,Кирпично-Монолитный,Приморский,Комендантский  проспект,4.2
Квартира,5500000,2,43.9,27.8,5.5,,3,4,Кирпичный,Красносельский,Проспект Ветеранов,5.8
Квартира,9250000,2,51.2,40.0,7.0,2.64,7,16,Индивидуальный,Невский,,
Квартира,14000000,3,60.4,44.0,7.8,,6,6,Кирпичный,Центральный,Площадь Восстания,
Студия,11100000,0,29.7,23.3,,6.0,7,7,Кирпичный,Кировский,Балтийская,0.4
Студия,6700000,0,23.6,20.0,2.0,2.5,2,4,Индивидуальный,Выборгский,,
Квартира,14750000,3,90.0,50.0,14.0,2.76,8,17,Газо-пено-бетон,Невский,Улица Дыбенко,2.0
Квартира,12750000,2,72.0,31.9,17.0,2.8,7,20,Кирпичный,Всеволожский,Улица Дыбенко,2.2
Студия,4300000,0,14.0,12.0,2.0,3.2,1,7,Индивидуальный,Центральный,,
Квартира,6000000,1,33.04,16.62,9.19,2.8,8,10,Индивидуальный,Красносельский,,
Квартира,4700000,3,63.7,46.7,6.2,2.55,5,5,Панельный,Выборгский,Беговая,48.6
Квартира,6800000,3,57.4,44.0,6.0,2.65,5,9,Кирпичный,Калининский,Академическая,2.2
Квартира,18000000,3,95.9,54.0,16.1,3.2,4,5,Сталинский,Кировский,Автово,0.4
Студия,3200000,0,26.2,15.0,4.0,2.6,1,5,Монолит,Ломоносовский,Проспект Ветеранов,21.3
Квартира,11500000,2,62.61,35.07,12.71,2.75,9,24,Индивидуальный,Выборгский,,
Квартира,4598000,3,72.3,42.3,8.5,2.55,1,5,Панельный,Выборгский,Беговая,64.3
Квартира,16500000,2,47.2,26.0,6.0,3.08,2,3,Кирпичный,Адмиралтейский,Адмиралтейская,0.4
Квартира,5950000,2,44.2,30.5,5.3,2.5,3,4,Хрущевка,Красносельский,Проспект Ветеранов,5.9
Квартира,8500000,2,66.2,35.5,10.3,2.77,9,17,Монолит,Всеволожский,,
Квартира,7400000,3,56.3,41.8,5.0,2.5,4,5,Индивидуальный,Петродворцовый,,
Квартира,23700000,5,124.0,85.0,21.0,3.26,5,5,Кирпичный,Центральный,Площадь Восстания,1.0
Квартира,5400000,1,36.6,12.25,13.05,,18,25,Монолитно-панельный,Выборгский,Парнас,2.1
Квартира,11300000,2,63.2,34.3,11.0,2.7,10,10,Панельный,Приморский,Комендантский  проспект,1.9
Квартира,18000000,4,96.0,65.6,9.2,,6,7,Сталинский,Невский,Ломоносовская,0.5
Квартира,17100000,2,64.3,32.2,14.0,3.0,5,10,Кирпично-Монолитный,Невский,Елизаровская,0.6
Студия,6000000,0,27.4,23.4,4.0,2.5,4,16,Индивидуальный,Красногвардейский,,
Студия,5600000,0,19.0,9.0,5.0,3.0,3,4,Индивидуальный,Василеостровский,,
Квартира,7800000,2,51.5,19.0,10.5,2.64,11,16,Панельный,Московский,,
Квартира,75000000,6,170.7,111.8,17.5,3.51,2,6,Кирпичный,Адмиралтейский,Гостиный Двор,0.6
Студия,4650000,0,17.7,14.0,2.0,2.7,2,5,Индивидуальный,Центральный,,
Квартира,9300000,1,32.1,15.0,11.0,2.8,12,18,Индивидуальный,Московский,,
Квартира,14540000,2,65.5,37.2,12.8,2.8,6,18,Кирпично-Монолитный,Приморский,Пионерская,0.6
Студия,7592000,0,27.7,21.5,,2.82,3,23,Кирпично-Монолитный,Невский,Ломоносовская,2.4
Квартира,15700000,2,68.8,30.7,19.7,2.7,21,21,Кирпичный,Выборгский,Озерки,1.3
Студия,4650000,0,20.9,10.9,10.0,2.5,11,16,Индивидуальный,Невский,,
Квартира,14000000,1,44.4,19.9,8.9,3.0,24,24,Монолитно-панельный,Кировский,Проспект Ветеранов,2.4
Квартира,17700000,2,85.0,30.0,22.0,2.75,16,25,Кирпично-Монолитный,Выборгский,Проспект Просвещения,1.9
